urlsave,probcharg,kilowatt,connector,usernames,usercars,dates,comments,X,name,url_location
https://www.plugshare.com/location/1892,Broken Hardware, Kilowatts,CHAdeMO,Robert Isaacson,Nissan LEAF 2018,"Nov 10, 2023","Nov 10, 2023check_circlecancelaccess_timeinfoRobert Isaacson solarpowerNissan LEAF 2018Broken Hardware CHAdeMO  Volts  Amps  Kilowatts Seems like they keep the power off normally. Asked the service desk guy to turn the power own and he begrudgingly did so. Unit booted up but said it was not operational. Had to go elsewhere.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",50 Kilowatts,CCS1,Nelson Rivera,BMW i3,"Oct 28, 2023","Oct 28, 2023check_circlecancelaccess_timeinfoNelson Rivera solarpowerBMW i3 CCS1  Volts  Amps 50 Kilowatts Love to charge here it's a great place(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",50 Kilowatts,CHAdeMO,LeafMike,Nissan LEAF 2018,"Oct 25, 2023","Oct 25, 2023check_circlecancelaccess_timeinfoLeafMike solarpowerNissan LEAF 2018 CHAdeMO  Volts  Amps 50 Kilowatts Ready to pull in and charge! Free too(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",44 Kilowatts,CHAdeMO,Robert Isaacson,Nissan LEAF 2018,"Oct 14, 2023","Oct 14, 2023check_circlecancelaccess_timeinfoRobert Isaacson solarpowerNissan LEAF 2018 CHAdeMO  Volts  Amps 44 Kilowatts Had to ask the staff. They rebooted the unit and it started working. Be sure to wait a minute while it reboots. It showed that it was out of order for ~30seconds before saying it was ready to charge. Charging at 44kW! Very nice staff member in the parts department is in charge of the unit.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",50 Kilowatts,CCS1,Nelson Rivera,BMW i3,"Oct 1, 2023","Oct 1, 2023check_circlecancelaccess_timeinfoNelson Rivera solarpowerBMW i3 CCS1  Volts  Amps 50 Kilowatts Great charger(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,"",Pahud,Tesla Model Y,"Sep 22, 2023","Sep 22, 2023check_circlecancelaccess_timeinfoPahud solarpowerTesla Model Y   Volts  Amps  Kilowatts No power(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",50 Kilowatts,CCS1,Nelson Rivera,BMW i3,"Sep 3, 2023","Sep 3, 2023check_circlecancelaccess_timeinfoNelson Rivera solarpowerBMW i3 CCS1  Volts  Amps 50 Kilowatts Need some Quick juice for my bmw i3 get that free juice,,,,,,,,,,,,(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,Broken Hardware,0 Kilowatts,"",ElectricTotoro,Hyundai Kona Electric 2019,"Aug 19, 2023","Aug 19, 2023check_circlecancelaccess_timeinfoElectricTotoro solarpowerHyundai Kona Electric 2019Broken Hardware   Volts  Amps 0 Kilowatts Station out of order(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",50 Kilowatts,J-1772,Nelson Rivera,BMW i3,"Jul 25, 2023","Jul 25, 2023check_circlecancelaccess_timeinfoNelson Rivera solarpowerBMW i3 J-1772  Volts  Amps 50 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",50 Kilowatts,J-1772,Nelson Rivera,BMW i3,"Jul 21, 2023","Jul 21, 2023check_circlecancelaccess_timeinfoNelson Rivera solarpowerBMW i3 J-1772  Volts  Amps 50 Kilowatts Am rapid charging  at Nissan  and free love it I'll take it all day(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",50 Kilowatts,J-1772,Nelson Rivera,BMW i3,"Jul 20, 2023","Jul 20, 2023check_circlecancelaccess_timeinfoNelson Rivera solarpowerBMW i3 J-1772  Volts  Amps 50 Kilowatts Love to stop here to charge at the rapid charging(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",50 Kilowatts,J-1772,Nelson Rivera,BMW i3,"Jul 16, 2023","Jul 16, 2023check_circlecancelaccess_timeinfoNelson Rivera solarpowerBMW i3 J-1772  Volts  Amps 50 Kilowatts Love to charge here there's fast charging to and is free great location to charge(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",42 Kilowatts,J-1772,Uber Girl,Kia Niro EV 2022,"Feb 2, 2023","Feb 2, 2023check_circlecancelaccess_timeinfoUber Girl solarpowerKia Niro EV 2022 J-1772  Volts  Amps 42 Kilowatts Went after hours. Easy peasy. Fast charger for the win!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",41 Kilowatts,J-1772,David Charles,Kia Niro EV 2022,"Dec 14, 2022","Dec 14, 2022check_circlecancelaccess_timeinfoDavid Charles solarpowerKia Niro EV 2022 J-1772  Volts  Amps 41 Kilowatts Power charger must be new.  But it’s free.  My kind of language.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,J-1772,Traci,Nissan LEAF 2010,"Dec 8, 2018","Dec 8, 2018check_circlecancelaccess_timeinfoTraci solarpowerNissan LEAF 2010 J-1772 0 Volts 0 Amps  Kilowatts Lifesaver. The closest EVGo station was down. This one was easy to reach and the staff was helpful.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,J-1772,Will,Chevrolet Volt Gen2,"Sep 15, 2018","Sep 15, 2018check_circlecancelaccess_timeinfoWill solarpowerChevrolet Volt Gen2 J-1772  Volts  Amps  Kilowatts Very easy to use(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,J-1772,Raudy,Hyundai Ioniq Electric,"Jun 20, 2018","Jun 20, 2018check_circlecancelaccess_timeinfoRaudy solarpowerHyundai Ioniq Electric J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,J-1772,Who is Jon Volt,Honda Accord Plug-In,"Jun 29, 2017","Jun 29, 2017check_circlecancelaccess_timeinfoWho is Jon Volt solarpowerHonda Accord Plug-In J-1772  Volts  Amps  Kilowatts Thank you!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,J-1772,PlugSharer,"","Mar 27, 2017","Mar 27, 2017check_circlecancelaccess_timeinfoPlugSharer solarpower J-1772  Volts  Amps  Kilowatts Thank you!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,"",Who is Jon Volt,Honda Accord Plug-In,"Aug 1, 2016","Aug 1, 2016check_circlecancelaccess_timeinfoWho is Jon Volt solarpowerHonda Accord Plug-In   Volts  Amps  Kilowatts great place to charge. long cords, but area is usually ICE'd(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,J-1772,Kennis Kahler,Chevrolet Volt Plug-In Hybrid 2019,"Apr 17, 2016","Apr 17, 2016check_circlecancelaccess_timeinfoKennis Kahler solarpowerChevrolet Volt Plug-In Hybrid 2019 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,"",Chris,Nissan LEAF 2010,"Dec 27, 2015","Dec 27, 2015check_circlecancelaccess_timeinfoChris solarpowerNissan LEAF 2010   Volts  Amps  Kilowatts Staff still quite friendly. Available after business hours 24/7.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,"",Chris,Nissan LEAF 2010,"Nov 21, 2015","Nov 21, 2015check_circlecancelaccess_timeinfoChris solarpowerNissan LEAF 2010   Volts  Amps  Kilowatts Very friendly and helpful dealership. Offered me coffee when I went in to let them know I was using their charger.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,J-1772,Jeff,Honda Fit EV,"Mar 24, 2015","Mar 24, 2015check_circlecancelaccess_timeinfoJeff solarpowerHonda Fit EV J-1772 0 Volts 0 Amps  Kilowatts Right outside parts/pre-owned showroom.
24 hours and fairly easy access from I-95.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"",6 Kilowatts,J-1772,Tim,Ford Focus Electric,"Aug 31, 2014","Aug 31, 2014check_circlecancelaccess_timeinfoTim solarpowerFord Focus Electric J-1772 200 Volts 30 Amps 6 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,J-1772,DaveO,"","Oct 19, 2013","Oct 19, 2013check_circlecancelaccess_timeinfoDaveO solarpower J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/1892,"", Kilowatts,J-1772,Momo,"","Sep 30, 2013","Sep 30, 2013check_circlecancelaccess_timeinfoMomo solarpower J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",45543,"Napoli Nissan | Milford, CT | EV Station",https://www.plugshare.com/location/1892
https://www.plugshare.com/location/302,In Use, Kilowatts,J-1772,Finding Niro,Kia Niro EV 2024,"Nov 29, 2024","Nov 29, 2024check_circlecancelaccess_timeinfoFinding Niro solarpowerKia Niro EV 2024In Use J-1772  Volts  Amps  Kilowatts Two parking spots but only 1 cable and cars charging and waiting. Do not choose the Omni Hotel solely for the onsite charging. There are free ChargePoint chargers at Temple St Garage down the street. And parking fee is about the same(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,speedy,Tesla Model 3,"Mar 23, 2024","Mar 23, 2024check_circlecancelaccess_timeinfospeedy solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,Blocked By Vehicle, Kilowatts,J-1772,Amy Rindskopf,Subaru Solterra 2023,"Dec 31, 2023","Dec 31, 2023check_circlecancelaccess_timeinfoAmy Rindskopf solarpowerSubaru Solterra 2023Blocked By Vehicle J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,In Use, Kilowatts,J-1772,James,Lucid Air 2022,"Dec 15, 2023","Dec 15, 2023check_circlecancelaccess_timeinfoJames solarpowerLucid Air 2022In Use J-1772  Volts  Amps  Kilowatts Third time I’ve tried to charge here and another car has been at the charger for 24 hours or more. Also why a Tesla roadster plug? Can’t they replace that with a second J1772?(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"",5 Kilowatts,J-1772,Gleb Bazilevsky,Hyundai Kona Electric 2019,"Aug 21, 2023","Aug 21, 2023check_circlecancelaccess_timeinfoGleb Bazilevsky solarpowerHyundai Kona Electric 2019 J-1772  Volts  Amps 5 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,KCHadley,Chevrolet Bolt EV 2017,"Aug 10, 2023","Aug 10, 2023check_circlecancelaccess_timeinfoKCHadley solarpowerChevrolet Bolt EV 2017 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"",6 Kilowatts,"",mlanes01,BMW i4 eDrive40 2022,"Aug 17, 2022","Aug 17, 2022check_circlecancelaccess_timeinfomlanes01 solarpowerBMW i4 eDrive40 2022   Volts  Amps 6 Kilowatts Slow.... And if u d I've a Tesla roadster I think the plug is broken.... But when is the last time you've seen a Tesla roadster(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,In Use, Kilowatts,J-1772,Kristoffer Singleton,Jeep Wrangler 4xe Plug-In Hybrid 2021,"Jul 7, 2022","Jul 7, 2022check_circlecancelaccess_timeinfoKristoffer Singleton solarpowerJeep Wrangler 4xe Plug-In Hybrid 2021In Use J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,Rajasekhar Rao,Tesla Model 3,"Jun 14, 2022","Jun 14, 2022check_circlecancelaccess_timeinfoRajasekhar Rao solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,Tesla (Roadster),Dave,Tesla Model Y,"May 28, 2022","May 28, 2022check_circlecancelaccess_timeinfoDave solarpowerTesla Model Y Tesla (Roadster)  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,E-Rock,Tesla Model Y,"May 27, 2022","May 27, 2022check_circlecancelaccess_timeinfoE-Rock solarpowerTesla Model Y J-1772  Volts  Amps  Kilowatts Free charging if you’re self-parking / staying at the Omni Hotel.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,Cynthia Del Rosario-Neville,Jeep Wrangler 4xe Plug-In Hybrid 2021,"Aug 6, 2021","Aug 6, 2021check_circlecancelaccess_timeinfoCynthia Del Rosario-Neville solarpowerJeep Wrangler 4xe Plug-In Hybrid 2021 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"",0 Kilowatts,J-1772,Baratier,Kia Niro EV 2020,"May 16, 2021","May 16, 2021check_circlecancelaccess_timeinfoBaratier solarpowerKia Niro EV 2020 J-1772  Volts  Amps 0 Kilowatts Charging is free but parking is not.....(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,Jgooby11,Toyota RAV4 Prime 2021,"May 4, 2021","May 4, 2021check_circlecancelaccess_timeinfoJgooby11 solarpowerToyota RAV4 Prime 2021 J-1772  Volts  Amps  Kilowatts Lower voltage, taking 5.5 hours for full charge instead of normal 4.5 hours

Paid $10.65 for 1 hour!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,Nam-June Joe,Tesla Model 3,"Mar 31, 2021","Mar 31, 2021check_circlecancelaccess_timeinfoNam-June Joe solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,ktm71,Tesla Model S,"Feb 6, 2020","Feb 6, 2020check_circlecancelaccess_timeinfoktm71 solarpowerTesla Model S J-1772  Volts  Amps  Kilowatts Slow. 18 mph max(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,APP8,Nissan LEAF 2018,"Feb 3, 2020","Feb 3, 2020check_circlecancelaccess_timeinfoAPP8 solarpowerNissan LEAF 2018 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,kdreafulton,Subaru Crosstrek Hybrid,"Dec 27, 2019","Dec 27, 2019check_circlecancelaccess_timeinfokdreafulton solarpowerSubaru Crosstrek Hybrid J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"",14 Kilowatts,Tesla (Roadster),Geoffrey Kinsey,Tesla Roadster,"Sep 30, 2019","Sep 30, 2019check_circlecancelaccess_timeinfoGeoffrey Kinsey solarpowerTesla Roadster Tesla (Roadster)  Volts  Amps 14 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"",14 Kilowatts,Tesla (Roadster),Geoffrey Kinsey,Tesla Roadster,"Aug 19, 2019","Aug 19, 2019check_circlecancelaccess_timeinfoGeoffrey Kinsey solarpowerTesla Roadster Tesla (Roadster)  Volts  Amps 14 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,Erica,Ford C-MAX Energi,"Jul 9, 2019","Jul 9, 2019check_circlecancelaccess_timeinfoErica solarpowerFord C-MAX Energi J-1772  Volts  Amps  Kilowatts On upper level. Sharp right immediately after entering.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,In Use, Kilowatts,J-1772,Mel,BMW i3 2018,"Jun 28, 2019","Jun 28, 2019check_circlecancelaccess_timeinfoMel solarpowerBMW i3 2018In Use J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"",13 Kilowatts,Tesla (Roadster),Geoffrey Kinsey,Tesla Roadster,"May 11, 2019","May 11, 2019check_circlecancelaccess_timeinfoGeoffrey Kinsey solarpowerTesla Roadster Tesla (Roadster) 195 Volts 70 Amps 13 Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,dfrojas,Tesla Model 3,"Mar 27, 2019","Mar 27, 2019check_circlecancelaccess_timeinfodfrojas solarpowerTesla Model 3 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,Tesla (Roadster),Geoffrey Kinsey,Tesla Roadster,"Dec 29, 2018","Dec 29, 2018check_circlecancelaccess_timeinfoGeoffrey Kinsey solarpowerTesla Roadster Tesla (Roadster) 0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,Eric,Honda Clarity Plug-In Hybrid 2017,"Jun 8, 2018","Jun 8, 2018check_circlecancelaccess_timeinfoEric solarpowerHonda Clarity Plug-In Hybrid 2017 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,"",KcMax,Ford C-MAX Energi,"Feb 19, 2018","Feb 19, 2018check_circlecancelaccess_timeinfoKcMax solarpowerFord C-MAX Energi  0 Volts 0 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,Marco,Tesla Model S,"Oct 15, 2017","Oct 15, 2017check_circlecancelaccess_timeinfoMarco solarpowerTesla Model S J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,In Use, Kilowatts,"",McV,Chevrolet Bolt EV 2017,"Sep 26, 2017","Sep 26, 2017check_circlecancelaccess_timeinfoMcV solarpowerChevrolet Bolt EV 2017In Use   Volts  Amps  Kilowatts Tesla Model X plugged into the EV plug.  Man those things are bigger than big!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,"",Ted,BMW i3,"Sep 9, 2017","Sep 9, 2017check_circlecancelaccess_timeinfoTed solarpowerBMW i3   Volts  Amps  Kilowatts So convenient when staying at Omni hotel!!(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,In Use, Kilowatts,J-1772,Benswing,Zero SR,"Jul 8, 2017","Jul 8, 2017check_circlecancelaccess_timeinfoBenswing solarpowerZero SRIn Use J-1772  Volts  Amps  Kilowatts Could not charge because Tesla model X was using the J-plug instead of the Tesla plug.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,Lefty The Leaf,Nissan LEAF 2010,"Apr 16, 2016","Apr 16, 2016check_circlecancelaccess_timeinfoLefty The Leaf solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts Needed art supplies & a quick charge.(edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,M&M,Nissan LEAF 2010,"May 26, 2015","May 26, 2015check_circlecancelaccess_timeinfoM&M solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,"",PlugSharer,"","May 21, 2015","May 21, 2015check_circlecancelaccess_timeinfoPlugSharer solarpower   Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,Mel,BMW i3,"Apr 18, 2015","Apr 18, 2015check_circlecancelaccess_timeinfoMel solarpowerBMW i3 J-1772  Volts 30 Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,RobMSW,Nissan LEAF 2010,"Apr 16, 2015","Apr 16, 2015check_circlecancelaccess_timeinfoRobMSW solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
https://www.plugshare.com/location/302,"", Kilowatts,J-1772,RobMSW,Nissan LEAF 2010,"Mar 28, 2015","Mar 28, 2015check_circlecancelaccess_timeinfoRobMSW solarpowerNissan LEAF 2010 J-1772  Volts  Amps  Kilowatts (edited)  Was this helpful?  driver found this helpful  drivers found this helpful",101805,"Chapel Square Garage - Omni New Haven Hotel | New Haven, CT | EV Station",https://www.plugshare.com/location/302
